age_group,employment_status,credit_score,diff_income_to_expenses,debt_to_income_ratio,loan_approval_status
Middle Adult,Employed,789,4881.333333333334,0.16858989543501066,1
Middle Adult,Employed,711,3288.0,0.09044887467870354,1
Middle Adult,Self-Employed,818,6868.833333333334,0.07357654148035848,1
Middle Age,Self-Employed,711,5504.75,0.15197244320511769,1
Middle Adult,Employed,834,9926.833333333334,0.033665423621527156,1
Middle Age,Self-Employed,704,3824.333333333333,0.1416287803913817,1
Middle Adult,Unemployed,816,5425.25,0.2090713249145958,1
Middle Age,Employed,775,738.666666666667,0.16810072346702254,1
Middle Age,Unemployed,803,8750.0,0.11398482892188509,1
Middle Age,Employed,842,7347.833333333333,0.08859744691347873,1
Young Adult,Self-Employed,554,427.3333333333335,0.14776056927584763,0
Middle Adult,Employed,798,6680.0,0.2121885708993239,1
Early Retirement,Employed,319,-680.6666666666667,1.324923271348619,1
Middle Age,Employed,839,4033.833333333333,0.1757048109895074,1
Middle Adult,Employed,793,6789.833333333334,0.06381152367304664,1
Middle Age,Employed,847,5176.75,0.20333553882184904,1
Middle Adult,Self-Employed,825,2843.0,0.06568395679784916,1
Middle Adult,Employed,355,1843.25,0.29791860826343586,0
Middle Adult,Self-Employed,746,5430.583333333333,0.2513592246043146,1
Middle Age,Employed,589,2260.166666666667,0.46554621848739497,0
Young Adult,Employed,592,2152.0,0.03184703368526898,0
Early Retirement,Unemployed,463,3273.25,0.19435316428793303,0
Middle Adult,Employed,574,3793.666666666667,0.254390185229733,1
Middle Age,Self-Employed,775,9099.916666666666,0.1238892860790522,1
Middle Adult,Employed,802,4446.333333333334,0.18044325987406984,0
Middle Adult,Self-Employed,817,9985.25,0.039029231190798874,1
Middle Adult,Employed,828,1101.583333333333,0.5134979896611143,1
Middle Age,Employed,830,5124.0,0.05213946971330028,1
Middle Adult,Unemployed,331,1954.4166666666665,0.5947257645165284,0
Middle Adult,Employed,743,8985.083333333334,0.19629632538305075,0
Middle Age,Unemployed,724,3596.666666666667,0.34557496913873326,1
Middle Age,Employed,701,3822.666666666667,0.25435565363842266,1
Middle Age,Employed,816,2314.166666666667,0.09356561294788542,1
Middle Age,Self-Employed,764,6856.75,0.14919974233189634,1
Middle Adult,Employed,433,-157.5,0.41899582894788134,1
Middle Age,Self-Employed,708,1094.583333333333,0.3595774337906243,1
Middle Age,Employed,768,2646.833333333333,0.22627887183400347,1
Middle Adult,Unemployed,728,7392.333333333334,0.03221211692264138,1
Middle Adult,Self-Employed,754,9855.583333333334,0.17431024128307485,1
Middle Adult,Employed,840,7142.166666666666,0.1898643039861763,1
Middle Adult,Employed,760,3158.333333333333,0.16822854312017504,1
Middle Age,Employed,846,2164.333333333333,0.3249357955240308,0
Middle Age,Self-Employed,828,4987.166666666667,0.050844966936076416,1
Middle Adult,Self-Employed,774,8756.416666666666,0.022754776938972085,0
Middle Age,Employed,776,7992.916666666666,0.16683453957242436,1
Middle Adult,Employed,780,9187.083333333334,0.08087151466121856,1
Middle Age,Self-Employed,833,8660.25,0.06204613488290192,1
Middle Adult,Employed,749,7603.416666666666,0.23854742121750305,1
Middle Adult,Unemployed,456,4526.916666666667,0.15949707067278604,0
Middle Age,Self-Employed,809,10150.333333333334,0.08918089106500392,1
Middle Age,Employed,790,4756.0,0.24353512230276825,1
Middle Adult,Self-Employed,750,3391.916666666666,0.18517373747445037,1
Middle Adult,Unemployed,797,5509.666666666666,0.1711786242343167,1
Middle Adult,Self-Employed,776,8962.333333333334,0.15819545384258543,1
Middle Age,Self-Employed,797,1483.416666666667,0.015638117178501006,0
Middle Adult,Unemployed,509,1876.833333333333,0.32838310357300754,0
Middle Age,Employed,750,6642.916666666666,0.0547350046065073,1
Middle Adult,Self-Employed,820,2630.333333333333,0.11168754894283477,1
Middle Adult,Self-Employed,798,4395.083333333333,0.3137403307120957,1
Middle Age,Self-Employed,727,6690.666666666666,0.10165905986607589,1
Middle Adult,Employed,828,176.91666666666697,0.03632739785269729,1
Middle Adult,Employed,742,6858.5,0.014680380314536865,1
Early Retirement,Employed,389,1253.333333333333,0.29988329040566647,1
Middle Age,Employed,776,6086.416666666666,0.22312642112143166,1
Middle Age,Employed,736,8736.75,0.08417163098900939,1
Middle Adult,Employed,314,2720.5,0.06273489447817288,0
Middle Adult,Employed,721,3866.25,0.2114428709548996,1
Young Adult,Employed,464,3622.166666666667,0.31602592136126906,0
Middle Age,Employed,789,8569.5,0.1050597276116564,1
Early Retirement,Self-Employed,394,1680.5833333333335,0.1629387436935669,0
Middle Adult,Self-Employed,812,3546.833333333333,0.1187659975751044,1
Middle Age,Employed,308,2760.166666666667,0.06376026559496767,0
Middle Age,Employed,521,-1730.9166666666667,0.6080305089203525,0
Middle Adult,Employed,799,1605.25,0.05314719568944404,1
Early Retirement,Self-Employed,547,975.5,0.004576924191072101,0
Middle Adult,Self-Employed,841,2484.916666666667,0.24458187162883568,1
Middle Adult,Employed,797,3136.833333333333,0.29582853765514666,1
Middle Adult,Unemployed,805,2451.416666666667,0.18071199108372124,1
Middle Adult,Employed,845,1205.25,0.38633227049921476,1
Middle Age,Employed,833,4234.416666666667,0.04649925661206062,1
Middle Adult,Self-Employed,823,4392.25,0.39846077880506037,1
Middle Adult,Self-Employed,847,7863.666666666666,0.05800376925115581,1
Early Retirement,Self-Employed,499,2984.25,0.25494864294945924,0
Middle Adult,Unemployed,462,-310.0,0.14298162230671738,0
Middle Adult,Employed,803,3320.166666666667,0.2714894766865824,1
Middle Adult,Self-Employed,759,6158.666666666666,0.20048636581087545,1
Middle Age,Employed,710,3687.166666666667,0.15816112524817538,1
Middle Age,Self-Employed,823,4305.75,0.12662149319312277,1
Middle Age,Employed,735,7031.083333333334,0.27869738153568135,1
Middle Age,Employed,710,5033.333333333333,0.007667066998370078,1
Middle Age,Unemployed,751,6193.5,0.007773153163426269,1
Middle Age,Employed,423,580.9166666666667,0.37741404261689704,0
Middle Adult,Self-Employed,796,8842.5,0.1386823156439183,1
Middle Age,Unemployed,773,6664.833333333334,0.04137906189206715,1
Middle Age,Self-Employed,779,9025.0,0.18555008210180624,1
Middle Age,Employed,712,9912.583333333334,0.014992355496056044,1
Middle Adult,Employed,770,2560.416666666667,0.3029133295846568,1
Middle Adult,Employed,742,3362.416666666667,0.024913371591360443,1
Middle Adult,Employed,715,1605.833333333333,0.37514837924212446,0
Middle Adult,Self-Employed,736,1929.25,0.2556519160922096,1
Middle Age,Unemployed,370,928.583333333333,0.05158312103740877,0
Early Retirement,Self-Employed,511,256.75,0.19623396213623498,0
Middle Adult,Employed,844,7527.666666666666,0.062123903948650354,1
Middle Adult,Employed,730,8874.333333333334,0.05554656942034526,1
Middle Adult,Self-Employed,717,5692.333333333334,0.14113278394364326,1
Middle Age,Unemployed,781,1602.416666666667,0.03494559157692688,1
Middle Adult,Employed,743,4490.083333333333,0.19607812669950433,1
Middle Adult,Employed,746,3758.416666666667,0.29617806919161416,1
Middle Age,Employed,757,3029.333333333333,0.3161751669523078,1
Middle Age,Self-Employed,772,1565.583333333333,0.28728094088324635,1
Middle Adult,Employed,772,9672.0,0.019985905567300916,1
Middle Adult,Employed,379,1345.5,0.4339459832599879,0
Young Adult,Unemployed,585,-74.0,0.019439875730994153,0
Middle Age,Employed,348,-1355.5833333333335,0.24242586877767341,0
Middle Age,Employed,736,3310.25,0.2610567844212704,0
Middle Age,Employed,552,952.583333333333,0.35966513027937164,0
Middle Adult,Self-Employed,845,1153.166666666667,0.5021534225297419,1
Young Adult,Self-Employed,350,-1608.5,0.07953170218363588,0
Middle Adult,Self-Employed,841,7259.75,0.022556097941207994,1
Early Retirement,Unemployed,491,1141.5833333333335,1.0652592620567243,0
Middle Age,Employed,806,1631.75,0.16761563474683125,1
Middle Adult,Employed,376,-651.75,1.0113710575851869,1
Middle Age,Employed,446,641.4166666666665,0.6291491707523048,0
Middle Age,Self-Employed,735,7757.166666666666,0.05079000059473068,0
Middle Adult,Self-Employed,824,5550.583333333334,0.01442401019555548,1
Middle Age,Self-Employed,547,-525.6666666666665,0.009875889208415317,0
Middle Age,Employed,841,1830.083333333333,0.00019978822448204903,1
Early Retirement,Employed,489,-1514.0833333333335,0.01191825729954962,0
Middle Adult,Employed,783,8149.0,0.029703216811074594,1
Middle Age,Employed,709,9076.416666666666,0.2438919365812069,1
Middle Adult,Unemployed,849,312.08333333333303,0.410136095481007,1
Middle Adult,Unemployed,725,10014.0,0.10280549530007231,1
Middle Age,Unemployed,524,1425.333333333333,0.04118005301998997,0
Middle Age,Unemployed,824,4410.083333333333,0.3114712707248747,1
Middle Age,Employed,751,8859.833333333334,0.2173866685621879,1
Middle Adult,Employed,798,6546.833333333334,0.22069362572395895,1
Middle Age,Employed,783,6181.583333333333,0.18326210899909978,1
Middle Adult,Employed,546,414.5,0.7128139569860129,0
Middle Adult,Unemployed,323,2852.6666666666665,0.12328992912477336,1
Middle Age,Employed,797,521.25,0.24822985546257828,1
Early Retirement,Unemployed,392,445.25,0.43578154425612053,0
Early Retirement,Employed,572,3266.4166666666665,0.00023788412880344282,0
Middle Adult,Employed,831,4753.0,0.11953997152918258,1
Middle Adult,Unemployed,531,-150.16666666666697,0.326646193116101,1
Middle Adult,Self-Employed,838,3665.083333333333,0.22386140623942613,0
Middle Adult,Employed,723,5723.75,0.1893847819045136,0
Early Retirement,Employed,336,2433.6666666666665,0.32253277817150955,0
Middle Age,Self-Employed,844,5889.0,0.09257720537321701,0
Middle Age,Employed,443,3696.25,0.09377163314147827,0
Middle Adult,Employed,559,3695.666666666667,0.3005863416877443,0
Middle Age,Employed,724,4001.416666666667,0.3813160521604107,1
Early Retirement,Employed,452,-1514.5,0.6178602243313202,1
Middle Adult,Employed,728,1685.666666666667,0.04697432303919115,1
Middle Adult,Self-Employed,746,10323.916666666666,0.17322813387957858,1
Middle Age,Employed,770,8236.666666666666,0.18226537030091458,1
Middle Adult,Employed,422,-2715.166666666667,0.4726966764829617,0
Middle Adult,Employed,816,6115.0,0.009369342922843584,1
Middle Age,Self-Employed,835,5558.916666666666,0.19669877535214678,1
Middle Age,Self-Employed,844,2426.083333333333,0.2907254004980836,1
Middle Age,Self-Employed,369,1874.3333333333335,0.36094657705889055,0
Middle Age,Employed,836,6368.5,0.15132646980251938,1
Middle Age,Unemployed,749,8293.166666666666,0.15666643651177242,1
Middle Adult,Unemployed,724,5964.75,0.296322233504908,1
Middle Adult,Self-Employed,712,9835.916666666666,0.1394078979607552,0
Middle Age,Unemployed,410,-1514.1666666666665,0.06556446462782942,0
Middle Adult,Employed,805,5039.0,0.26583523736989084,1
Middle Age,Employed,823,847.666666666667,0.06190840143453466,0
Early Retirement,Employed,578,-464.3333333333335,0.25146271629528194,0
Middle Age,Employed,847,6382.416666666666,0.019403556664080834,1
Middle Adult,Employed,598,881.916666666667,0.007620968408523582,0
Middle Age,Employed,794,7119.916666666666,0.004834712319365539,0
Middle Adult,Employed,462,2845.3333333333335,0.35012942961706683,0
Middle Age,Unemployed,833,5658.75,0.05199825630649526,0
Middle Adult,Employed,784,9656.5,0.12069937958262832,1
Early Retirement,Unemployed,569,-1440.0833333333335,0.17852759134000157,0
Young Adult,Self-Employed,582,-2202.75,0.1360922609114844,0
Middle Adult,Employed,701,4322.333333333333,0.3304764088746202,1
Early Retirement,Employed,453,3938.833333333333,0.10270400627015946,0
Early Retirement,Employed,430,1384.9166666666665,0.6196013650096724,0
Middle Adult,Employed,808,3886.916666666667,0.07504290019755722,1
Middle Adult,Self-Employed,395,1815.583333333333,0.29225454054158384,0
Middle Age,Employed,584,1721.75,0.22371010988670356,0
Middle Age,Self-Employed,795,8935.0,0.197296216633576,1
Middle Adult,Employed,798,3889.833333333333,0.24356225947258311,1
Middle Age,Self-Employed,782,9180.0,0.09651745543595877,1
Middle Adult,Self-Employed,720,3890.0,0.11020147205588822,1
Middle Age,Employed,718,10486.416666666666,0.17924688580962153,1
Middle Adult,Employed,770,2693.75,0.34251384314718974,1
Middle Adult,Employed,827,8750.75,0.1637528156538329,1
Middle Adult,Employed,745,2568.666666666667,0.20110207867314092,1
Middle Adult,Employed,836,8119.666666666666,0.19935225169648366,0
Middle Adult,Employed,451,2902.583333333333,0.07173375309197212,0
Middle Adult,Self-Employed,710,9007.5,0.19395538667229612,1
Middle Adult,Employed,515,-584.8333333333335,0.19329383248047402,0
Middle Adult,Self-Employed,787,2715.833333333333,0.15485109951042708,1
Middle Adult,Unemployed,848,3342.166666666666,0.10968698055394228,1
Middle Age,Self-Employed,839,4061.833333333333,0.38024501076240336,1
Middle Age,Unemployed,806,2360.416666666667,0.34918723660445516,1
Middle Age,Self-Employed,511,3358.833333333333,0.18305748117682177,0
Early Retirement,Self-Employed,310,-1500.1666666666665,0.41569203827631496,0
Middle Adult,Employed,833,5050.0,0.01691076756170328,1
Middle Adult,Self-Employed,772,2799.166666666667,0.20828473979535703,0
Middle Age,Employed,734,5351.5,0.17497701584554648,1
Middle Adult,Employed,737,3929.583333333333,0.04401299591910153,1
Middle Adult,Employed,738,8056.166666666666,0.1786630627169573,1
Middle Age,Self-Employed,762,2020.75,0.23935766931404354,1
Young Adult,Self-Employed,585,4846.583333333333,0.38649753429440087,0
Middle Age,Self-Employed,372,3363.5,0.4741026373417119,0
Middle Adult,Self-Employed,801,5157.583333333334,0.28339620792709813,1
Early Retirement,Self-Employed,465,-983.9166666666667,0.13211000777925228,0
Middle Adult,Self-Employed,737,8189.916666666666,0.01701816427014922,1
Middle Adult,Self-Employed,797,4651.916666666667,0.2649465208769059,1
Middle Adult,Employed,848,5535.583333333333,0.12302352903135408,1
Middle Adult,Employed,712,6071.0,0.02212130594832628,1
Middle Age,Self-Employed,778,5028.333333333333,0.2211823154513976,1
Middle Age,Self-Employed,760,9005.5,0.16131451557919138,1
Middle Adult,Employed,780,836.416666666667,0.2662478823405946,1
Middle Adult,Employed,792,6160.166666666666,0.02006680325751967,1
Young Adult,Employed,468,2143.4166666666665,0.3982401362475163,0
Middle Age,Employed,837,6558.833333333334,0.182805623774126,1
Middle Age,Self-Employed,810,1741.916666666667,0.044969463604952124,1
Middle Adult,Self-Employed,827,8972.25,0.09627866576386182,1
Middle Age,Employed,723,4475.916666666667,0.09862526426470095,1
Middle Adult,Self-Employed,793,5261.833333333334,0.16544470800415598,1
Middle Age,Employed,759,4270.0,0.18753899225659657,1
Middle Adult,Unemployed,797,5164.666666666667,0.1116338518437942,1
Middle Adult,Employed,492,-1823.1666666666667,0.5722032201551681,1
Middle Adult,Self-Employed,494,1325.5,0.45103739923351394,0
Middle Age,Self-Employed,757,8138.75,0.03536834996940089,1
Middle Adult,Unemployed,718,2711.583333333333,0.3323450705581118,1
Middle Adult,Self-Employed,832,4734.25,0.23958475992221095,1
Middle Age,Employed,564,1371.3333333333333,1.2213327745180218,0
Middle Age,Unemployed,715,6290.75,0.10107093197786311,1
Middle Age,Employed,828,4156.583333333333,0.146668517193889,1
Middle Age,Self-Employed,780,3259.333333333333,0.17550104289471297,1
Middle Adult,Unemployed,842,3332.25,0.18812596460118872,1
Middle Adult,Self-Employed,755,6438.666666666667,0.1138933030646992,1
Middle Age,Employed,735,149.58333333333303,0.1422400341638881,1
Middle Adult,Self-Employed,387,-1037.6666666666665,0.5635716434372806,0
Middle Adult,Employed,800,436.33333333333303,0.04666884389288047,1
Middle Age,Self-Employed,734,2161.666666666667,0.3232326283987915,1
Middle Age,Self-Employed,752,4518.0,0.04365967365967366,1
Middle Adult,Unemployed,819,540.583333333333,0.2885331544856069,1
Middle Adult,Employed,837,6088.5,0.03342948204333814,1
Young Adult,Employed,438,-314.5,0.28345818991698724,0
Middle Adult,Self-Employed,758,3542.166666666667,0.204288662321476,1
Young Adult,Employed,389,1099.3333333333335,0.11752468910021946,0
Middle Age,Self-Employed,742,4748.75,0.10984305934174252,1
Middle Age,Employed,836,4578.5,0.11916317073839489,1
Middle Age,Employed,574,1255.3333333333335,0.18152111755575526,0
Middle Age,Employed,762,9956.416666666666,0.16034422335578832,1
Middle Age,Self-Employed,775,6253.0,0.05448137609932747,1
Middle Adult,Employed,821,6636.416666666666,0.24711387128333828,1
Middle Age,Employed,820,2297.5,0.1170138558609975,1
Young Adult,Employed,553,-14.83333333333303,0.3106279486523059,0
Middle Age,Self-Employed,849,7442.416666666666,0.08386200175069712,1
Middle Age,Employed,540,2391.0,0.521019844822441,0
Middle Adult,Unemployed,475,1265.75,0.5234716336519826,0
Middle Age,Employed,832,5515.666666666667,0.11251357810123833,1
Middle Age,Employed,774,3897.25,0.15232087060864194,1
Early Retirement,Self-Employed,434,4743.416666666667,0.17474104197038287,0
Middle Adult,Employed,761,7925.083333333334,0.033185215254470726,1
Middle Adult,Employed,765,9459.25,0.11581423969305389,1
Middle Adult,Employed,749,5018.75,0.20065330363771344,1
Middle Age,Self-Employed,398,1376.25,0.14639534521920408,0
Middle Adult,Employed,772,6110.583333333334,0.22227550548866085,1
Middle Adult,Self-Employed,742,5553.166666666666,0.08217087647686633,1
Early Retirement,Employed,502,-285.33333333333303,0.26896513517506276,1
Middle Adult,Employed,817,3825.083333333333,0.09694644553752901,1
Middle Adult,Employed,352,2864.0,0.0360021023125438,0
Young Adult,Employed,500,4463.0,0.10699450408997956,0
Middle Age,Employed,479,3432.083333333333,0.5350718248556965,0
Early Retirement,Employed,455,1903.0,0.020489523456332284,0
Middle Age,Employed,805,3632.083333333333,0.10829576532587384,1
Middle Adult,Unemployed,812,1728.083333333333,0.12270361437043216,1
Early Retirement,Employed,476,-686.4166666666665,0.48580458118943765,0
Middle Age,Unemployed,745,1223.166666666667,0.22366700970711761,1
Middle Adult,Self-Employed,740,6214.916666666667,0.23930847185383225,1
Middle Adult,Employed,710,4283.25,0.1531675440188782,0
Middle Age,Self-Employed,580,-1892.5833333333335,1.0585780351167424,0
Middle Age,Self-Employed,799,7365.166666666666,0.12879515227827182,1
Middle Age,Employed,844,1967.0,0.3221903612033404,1
Middle Age,Self-Employed,789,8306.833333333334,0.1227831313402091,1
Middle Adult,Unemployed,792,9771.333333333334,0.08922171783538406,1
Middle Adult,Employed,701,3265.25,0.4970041790443583,1
Middle Adult,Employed,704,1276.666666666667,0.4048900725294651,1
Middle Age,Unemployed,722,6084.166666666667,0.1172522601487566,1
Early Retirement,Employed,524,2719.583333333333,0.22414574316828897,0
Middle Age,Employed,789,6532.916666666666,0.08424025679831115,1
Middle Age,Unemployed,422,2467.5,0.40583167085899324,1
Middle Age,Employed,352,-1464.1666666666667,0.36976982972533584,0
Middle Age,Unemployed,753,3151.166666666667,0.4061615623861694,1
Middle Adult,Self-Employed,701,3666.416666666667,0.22108816744500084,1
Middle Adult,Employed,702,7799.083333333334,0.18359926780953018,1
Middle Adult,Employed,723,4652.166666666667,0.1069561675454278,1
Middle Adult,Employed,745,8472.25,0.1613589819261485,1
Middle Adult,Employed,845,594.583333333333,0.22617420527085913,0
Middle Adult,Self-Employed,790,1953.5,0.14780188647801887,1
Middle Age,Unemployed,849,53.41666666666697,0.3888834771766448,1
Middle Age,Self-Employed,770,3832.5,0.08485864342384623,1
Middle Age,Employed,556,-2717.75,0.4886669403019109,0
Middle Adult,Self-Employed,751,5509.416666666666,0.0033864458959104713,0
Middle Adult,Self-Employed,750,6777.0,0.0424169035835878,1
Middle Adult,Self-Employed,718,1992.0,0.06406001521122866,1
Middle Age,Employed,574,3505.083333333333,0.04892945256293025,0
Middle Age,Employed,739,2417.75,0.34869945918104556,1
Young Adult,Employed,306,2283.166666666667,0.3823317351022027,0
Middle Age,Self-Employed,777,1333.083333333333,0.3965294388566165,1
Middle Age,Employed,793,5336.416666666667,0.31068228428282385,0
Middle Age,Employed,803,987.5,0.3501127604429634,1
Middle Age,Unemployed,724,6419.916666666666,0.22395263170511479,1
Middle Adult,Self-Employed,722,8768.083333333334,0.1922969007120703,1
Middle Age,Employed,719,3238.0,0.2553600879604178,1
Early Retirement,Employed,422,627.0,0.7745960385718009,0
Middle Age,Employed,725,6414.25,0.07279693486590039,0
Middle Age,Employed,791,3908.833333333333,0.3028171350831204,0
Middle Age,Self-Employed,797,2877.833333333333,0.29615839392185966,1
Middle Age,Employed,728,298.58333333333303,0.22311488580282338,1
Middle Adult,Unemployed,735,7043.083333333334,0.03471499249131665,1
Middle Age,Unemployed,800,3293.083333333333,0.011911645657453451,0
Middle Adult,Self-Employed,778,6129.083333333333,0.2759211272618081,1
Middle Adult,Employed,737,3234.5,0.276674469531073,1
Middle Age,Unemployed,745,991.916666666667,0.34627928706168576,1
Middle Adult,Unemployed,786,4426.666666666667,0.14545560543345187,1
Middle Adult,Employed,738,5746.666666666666,0.05011493528985735,1
Middle Adult,Self-Employed,745,839.583333333333,0.3997643029443718,0
Middle Age,Unemployed,351,-185.08333333333348,0.3841358501857716,0
Middle Age,Employed,740,5391.916666666666,0.11312146392482726,1
Middle Age,Employed,756,187.25,0.047632003772831985,1
Middle Adult,Unemployed,402,1929.0833333333335,0.013991848020403786,0
Young Adult,Employed,518,839.0,0.10432538707299091,0
Middle Adult,Self-Employed,770,7551.5,0.08444916039277113,1
Middle Adult,Unemployed,426,-1194.75,0.011956969901420592,0
Middle Age,Self-Employed,714,2985.416666666667,0.3392403880592367,1
Middle Adult,Employed,842,2515.583333333333,0.45874826253355927,1
Middle Age,Employed,319,-1186.1666666666667,0.38902365069739236,0
Early Retirement,Employed,492,3392.083333333333,0.3465652790308029,0
Middle Adult,Self-Employed,752,5532.5,0.010249412959319668,1
Middle Adult,Self-Employed,751,3313.25,0.3849689105163558,1
Middle Adult,Self-Employed,707,8229.25,0.21082338050349178,1
Middle Adult,Employed,715,2619.583333333333,0.1996301727985717,1
Middle Adult,Employed,572,493.16666666666697,0.4788911401731442,1
Middle Adult,Self-Employed,708,1153.083333333333,0.19854031085449694,1
Middle Adult,Employed,810,2748.5,0.042759727236261535,1
Middle Adult,Employed,753,4221.166666666666,0.22043376685491436,1
Middle Age,Self-Employed,800,4162.916666666667,0.35345493434733527,0
Middle Age,Employed,790,5474.0,0.139439030353837,1
Middle Age,Employed,705,10935.333333333334,0.13100552424529882,1
Young Adult,Employed,531,705.666666666667,0.24065043082814744,0
Middle Adult,Self-Employed,520,1054.9166666666665,0.6332643417815441,0
Middle Age,Employed,802,9421.666666666666,0.11317017871432382,1
Middle Age,Employed,430,602.833333333333,0.2201845368582927,0
Early Retirement,Unemployed,343,804.3333333333335,0.3183309773828756,0
Middle Age,Employed,399,-229.33333333333348,0.9844363636363637,1
Middle Adult,Self-Employed,819,4637.75,0.26935371785962475,1
Middle Age,Employed,830,7206.5,0.0015785495130952911,1
Middle Adult,Self-Employed,757,7449.916666666666,0.06059522253784622,1
Middle Adult,Employed,821,6194.583333333334,0.18306658393822278,1
Middle Age,Self-Employed,805,5116.5,0.10545373056872596,1
Middle Age,Employed,734,4648.166666666666,0.22107471070266813,1
Middle Adult,Self-Employed,817,8006.416666666666,0.23432060540812397,1
Middle Age,Unemployed,333,1153.4166666666665,0.10916484203941194,0
Middle Adult,Employed,700,6946.75,0.12990429187123528,1
Middle Age,Employed,820,7694.5,0.09111446836487753,1
Middle Adult,Employed,569,1763.5833333333335,0.6920189832190825,0
Middle Age,Employed,512,760.25,0.5875981370592149,1
Young Adult,Employed,349,4492.333333333333,0.2335299614531013,0
Middle Adult,Unemployed,359,2472.083333333333,0.2649297190356909,0
Middle Age,Unemployed,832,3290.833333333333,0.04931639054206209,1
Middle Age,Self-Employed,769,8179.833333333334,0.11446604285288313,1
Middle Age,Employed,768,4027.916666666667,0.41502033936761584,0
Middle Age,Employed,776,7567.583333333334,0.09725672270046158,1
Middle Age,Self-Employed,781,9873.833333333334,0.13513642967764597,1
Middle Adult,Employed,765,5516.75,0.19174255593320014,1
Middle Adult,Employed,751,3406.25,0.2736554185498852,0
Middle Age,Employed,402,-1613.1666666666665,0.15998836683254702,0
Middle Age,Unemployed,723,4831.583333333333,0.16223882302825024,1
Middle Adult,Employed,763,10451.416666666666,0.09847598303491101,1
Early Retirement,Employed,493,2390.75,0.30937713894592744,0
Middle Age,Employed,726,6985.166666666666,0.006757314235738684,1
Middle Adult,Self-Employed,796,1464.166666666667,0.10615746464433254,0
Middle Adult,Employed,817,5438.416666666666,0.23052266568239876,1
Middle Age,Self-Employed,759,3436.75,0.07420350198892152,0
Middle Age,Self-Employed,704,5205.666666666667,0.14073825784556082,1
Early Retirement,Self-Employed,363,-552.0833333333335,0.4905877012629836,1
Middle Adult,Employed,764,2647.666666666667,0.10296991514528156,1
Middle Age,Employed,766,6219.416666666666,0.09329091419481614,1
Early Retirement,Self-Employed,493,-1035.9166666666665,1.0064497106844064,0
Early Retirement,Employed,509,1849.9166666666665,0.471111504503109,1
Middle Adult,Unemployed,812,8662.333333333334,0.044399375975039,1
Middle Adult,Employed,742,6204.416666666667,0.23397327813760946,0
Middle Adult,Employed,822,8637.416666666666,0.14254336204470988,0
Middle Adult,Self-Employed,830,7737.583333333334,0.07985101327486399,1
Middle Adult,Employed,798,7021.0,0.222290568248389,1
Middle Adult,Self-Employed,716,10773.083333333334,0.1940245384765192,1
Middle Adult,Unemployed,454,-871.0833333333335,0.39966853247443634,0
Middle Adult,Unemployed,760,5159.916666666667,0.0594059405940594,0
Middle Age,Employed,717,1226.833333333333,0.18416271186440678,1
Middle Adult,Self-Employed,838,4408.583333333333,0.3120754540202064,1
Middle Adult,Self-Employed,822,10201.666666666666,0.03383388685295465,1
Middle Adult,Employed,803,3142.25,0.5070510202096827,1
Middle Age,Self-Employed,809,364.75,0.19640876683390546,0
Middle Adult,Unemployed,314,-50.166666666666515,1.0430364154284395,0
Middle Age,Employed,817,1233.166666666667,0.40358344882201547,1
Middle Age,Employed,704,7036.833333333334,0.05520565278587372,1
Middle Adult,Employed,757,625.5,0.29250801705606655,1
Middle Adult,Employed,825,8272.0,0.1071308912218003,1
Middle Adult,Employed,730,3406.25,0.016679686964625906,1
Middle Adult,Employed,813,5919.916666666666,0.030852924033417526,1
Middle Age,Employed,801,5283.166666666667,0.2669759199416241,1
Middle Adult,Employed,758,2742.166666666667,0.18244051406031303,1
Middle Age,Unemployed,538,1557.0,0.1255819652046067,0
Early Retirement,Employed,411,2904.5833333333335,0.29619765906496875,0
Early Retirement,Unemployed,437,-2077.3333333333335,0.5623713329902214,0
Middle Age,Unemployed,364,-507.9166666666665,0.5971343784658734,0
Middle Adult,Employed,754,9760.666666666666,0.07944634333195828,1
Early Retirement,Self-Employed,595,4794.083333333333,0.226045834849036,0
Young Adult,Self-Employed,545,3359.833333333333,0.2721029892163406,0
Middle Age,Employed,515,497.75,0.6742975700671661,0
Middle Age,Employed,596,-813.3333333333335,0.25494741212288957,0
Middle Age,Employed,451,3921.083333333333,0.11491536348429275,1
Middle Age,Self-Employed,815,6145.083333333333,0.08147576380268909,0
Middle Age,Employed,776,2679.416666666667,0.5059152239650568,1
Middle Adult,Self-Employed,723,3385.666666666667,0.09165094339622641,1
Middle Adult,Employed,779,7095.0,0.10029334568473058,1
Middle Adult,Unemployed,802,7751.666666666666,0.155782986332865,1
Middle Age,Employed,751,454.66666666666697,0.2782439477254874,1
Young Adult,Self-Employed,390,434.75,0.5839430019605031,0
Middle Adult,Employed,793,9537.583333333334,0.04313583636827004,1
Early Retirement,Employed,531,3695.5,0.16689102895999447,1
Early Retirement,Self-Employed,372,4172.416666666667,0.06076952973183055,0
Middle Adult,Unemployed,454,1333.333333333333,0.15662423976424855,1
Middle Adult,Employed,490,1947.75,0.11667715921695596,0
Middle Age,Employed,819,8588.75,0.17738653989484923,1
Young Adult,Unemployed,492,2506.833333333333,0.011071744906997343,1
Young Adult,Self-Employed,338,1712.333333333333,0.28854380310577205,0
Middle Adult,Employed,820,7089.083333333334,0.15051321291756425,1
Middle Adult,Employed,822,-17.75,0.155176702447238,1
